notification_id,app_source,sender_type,content_type,time_slot,hour,user_context,notification_text,base_importance,eff_importance,true_optimal_action
256,whatsapp,known_friend,media_share,late_night,21,relaxing,Sent you a reel you'll find hilarious,2.8,2.8,BATCH
257,email,known_contact,professional,class_am,10,in_class,Re: Research internship — follow-up needed,3.6,2.5,BATCH
258,whatsapp,group_academic,meeting_reminder,class_pm,14,in_class,"Study group at 6 PM in the library, confirm attendance",3.9,2.8,BATCH
259,unknown,spam,spam,evening,18,with_family,"You've won a Rs.10,000 gift card — claim here",1.1,0.7,MUTE
260,news_promo,promotional,newsletter,late_night,23,studying,This week in tech: AI takes over search,1.6,0.85,MUTE
261,email,academic_inst,grade_update,class_am,9,in_class,Your Quiz 3 grades have been released on the portal,4.4,3.3,NOW
262,whatsapp,known_friend,social_invite,evening,20,with_family,Come join us at the library,3.5,3.1,BATCH
263,whatsapp,known_friend,social_invite,evening,20,with_family,"Group dinner plan for Saturday, save the date",3.5,3.1,NOW
264,whatsapp,group_academic,group_chat,lunch,13,with_friends,Prof just cancelled tomorrow's lecture,3.2,2.9,NOW
265,academic,professor,grade,evening,20,with_family,Quiz 4 results are now visible on your dashboard,4.6,4.2,NOW
266,email,promotional,newsletter,afternoon,16,with_friends,Your weekly digest from Medium is here,1.8,1.5,MUTE
267,instagram,known_friend,personal_chat,late_night,22,relaxing,Replied to your story,3.2,3.2,BATCH
268,whatsapp,unknown,promo_offer,class_pm,16,studying,OFFER: Get 50% off your next Zomato order! Code: SAVE50,1.8,1.05,MUTE
269,whatsapp,unknown,spam,afternoon,15,relaxing,You have won a gift voucher worth Rs.5000. Claim here,1.2,1.2,MUTE
270,whatsapp,group_social,media_share,late_night,21,studying,Notification from whatsapp,2.5,1.75,MUTE
271,unknown,spam,spam,class_am,11,in_class,Your KYC is pending — complete now to avoid suspension,1.1,0.5,MUTE
272,academic,professor,announcement,evening,19,with_family,Lecture recording for Week 9 is now available,4.2,3.8,NOW
273,whatsapp,group_academic,group_chat,evening,20,studying,Who has the textbook PDF? Please share,3.2,2.45,BATCH
274,email,promotional,discount_offer,class_am,10,studying,🎉 Exclusive student offer: 40% off Spotify Premium,2.0,1.25,MUTE
275,whatsapp,known_friend,personal_chat,lunch,12,studying,Just wanted to check in on you,4.0,3.25,NOW
276,whatsapp,known_friend,media_share,evening,18,relaxing,This meme is literally you 😭,2.8,2.8,BATCH
277,whatsapp,known_friend,social_invite,afternoon,16,with_friends,Come join us at the library,3.5,3.2,NOW
278,academic,system,deadline,evening,18,relaxing,Reminder: 3 days left to submit Assignment 4,4.7,4.7,NOW
279,whatsapp,group_social,media_share,class_pm,14,studying,Notification from whatsapp,2.5,1.75,MUTE
280,academic,professor,assignment,evening,19,studying,Take-home quiz released. Attempt by Thursday,4.8,4.05,NOW
281,whatsapp,group_academic,meeting_reminder,evening,18,relaxing,"Team sync call in 20 minutes, Google Meet link in chat",3.9,3.9,NOW
282,instagram,rare_contact,media_share,evening,19,relaxing,Sent you a reel,2.3,2.3,BATCH
283,email,promotional,app_update,lunch,13,relaxing,App update available: version 4.2 is here,1.6,1.6,MUTE
284,instagram,known_friend,personal_chat,afternoon,16,studying,Mentioned you in their story,3.2,2.45,BATCH
285,whatsapp,known_friend,social_invite,afternoon,17,studying,"Party at Priya's tonight, you in?",3.5,2.75,BATCH
286,instagram,unknown,promo_offer,afternoon,15,studying,Your story views are up! See who's watching,1.5,0.75,MUTE
287,whatsapp,known_friend,social_invite,lunch,12,studying,"Group dinner plan for Saturday, save the date",3.5,2.75,BATCH
288,academic,professor,grade,lunch,12,studying,Grades for Assignment 2 have been released,4.6,3.85,NOW
289,instagram,rare_contact,social_chat,class_am,11,relaxing,Started following you,2.65,2.65,BATCH
290,news_promo,promotional,discount_offer,morning,7,studying,Limited time: Buy 1 Get 1 Free on all beverages,1.8,1.05,MUTE
291,email,unknown_sender,registration,morning,7,waking_up,Action required: Confirm your enrollment by Friday,3.5,3.3,BATCH
292,whatsapp,known_friend,social_invite,night,5,sleeping,"We're heading to the canteen, join us?",3.5,1.7,MUTE
293,whatsapp,group_social,social_chat,evening,20,with_family,Guys the mess food today is actually decent 😂,2.8,2.4,BATCH
294,instagram,rare_contact,social_chat,late_night,22,studying,Liked your photo,2.65,1.9,MUTE
295,news_promo,promotional,app_update,evening,19,studying,Performance improvements in your latest update,1.4,0.65,MUTE
296,unknown,spam,spam,class_am,9,in_class,Your KYC is pending — complete now to avoid suspension,1.1,0.5,MUTE
297,whatsapp,known_friend,personal_chat,lunch,13,with_friends,Bro did you see what happened?,4.0,3.7,NOW
298,email,known_contact,personal_chat,lunch,13,relaxing,Catch up soon?,3.2,3.2,NOW
299,instagram,known_friend,personal_chat,afternoon,15,studying,Sent you a message,3.2,2.45,BATCH
300,email,academic_inst,deadline_reminder,late_night,23,studying,Your internship application deadline is this Friday,4.8,4.05,NOW
301,instagram,unknown,promo_offer,morning,8,studying,Your story views are up! See who's watching,1.5,0.75,MUTE
302,whatsapp,group_social,social_chat,evening,19,with_family,Anyone up for badminton after 5?,2.8,2.4,BATCH
303,whatsapp,known_friend,media_share,afternoon,16,relaxing,Look at this article I found,2.8,2.8,BATCH
304,instagram,known_friend,personal_chat,lunch,13,relaxing,Replied to your story,3.2,3.2,NOW
305,academic,professor,grade,night,3,sleeping,Grades for Assignment 2 have been released,4.6,2.8,BATCH
306,whatsapp,group_social,social_chat,evening,20,relaxing,Random question: does anyone know a good barber nearby?,2.8,2.8,MUTE
307,instagram,known_friend,social_invite,class_pm,16,in_class,Notification from instagram,2.5,1.4,MUTE
308,unknown,spam,spam,class_am,9,studying,"Earn Rs.5,000 daily from home — no experience needed",1.1,0.5,MUTE
309,academic,system,system_alert,class_am,11,in_class,New course materials available in your dashboard,3.5,2.4,BATCH
310,unknown,spam,spam,evening,18,relaxing,Free data offer! Click the link to activate,1.1,1.1,MUTE
311,email,academic_inst,deadline_reminder,late_night,22,relaxing,Your internship application deadline is this Friday,4.8,4.8,NOW
312,email,academic_inst,announcement,late_night,22,relaxing,Library hours extended during exam week,4.0,4.0,NOW
313,whatsapp,known_friend,social_invite,late_night,22,relaxing,"We're heading to the canteen, join us?",3.5,3.5,NOW
314,email,promotional,discount_offer,lunch,13,studying,Flat 30% off your first order with code STUDENT30,2.0,1.25,MUTE
315,email,known_contact,professional,evening,20,studying,Feedback on your draft — see attached,3.6,2.85,BATCH
316,whatsapp,known_friend,social_invite,class_am,11,studying,"We're heading to the canteen, join us?",3.5,2.75,BATCH
317,academic,professor,announcement,evening,18,with_family,Lecture recording for Week 9 is now available,4.2,3.8,NOW
318,instagram,known_friend,social_invite,class_pm,15,relaxing,Notification from instagram,2.5,2.5,BATCH
319,whatsapp,group_social,event_invite,late_night,23,studying,Cultural fest signup is open! Who wants to perform?,3.0,2.25,BATCH
320,whatsapp,known_friend,personal_chat,late_night,22,relaxing,Bro did you see what happened?,4.0,4.0,NOW
321,email,unknown_sender,registration,late_night,23,sleeping,Your student account requires verification,3.5,1.7,MUTE
322,academic,system,system_alert,night,5,sleeping,New course materials available in your dashboard,3.5,1.7,BATCH
323,whatsapp,group_social,social_chat,evening,18,with_family,Random question: does anyone know a good barber nearby?,2.8,2.4,BATCH
324,whatsapp,known_friend,personal_chat,lunch,13,relaxing,Just wanted to check in on you,4.0,4.0,NOW
325,email,academic_inst,registration,late_night,21,relaxing,Action required: Submit your elective preferences by EOD,3.8,3.8,NOW
326,whatsapp,unknown,spam,afternoon,16,with_friends,FREE iPhone giveaway! Limited slots. Register immediately,1.2,0.9,MUTE
327,unknown,spam,spam,morning,6,studying,URGENT: Your SIM card will be blocked in 24 hours,1.1,0.5,MUTE
328,whatsapp,known_friend,media_share,evening,18,with_family,Look at this article I found,2.8,2.4,BATCH
329,news_promo,promotional,discount_offer,class_pm,14,in_class,Student discount activated: 25% off your next purchase,1.8,0.7,MUTE
330,news_promo,promotional,newsletter,evening,20,relaxing,Top stories you missed this week,1.6,1.6,MUTE
331,instagram,rare_contact,media_share,evening,20,with_friends,Shared something with you,2.3,2.0,MUTE
332,whatsapp,known_friend,media_share,morning,6,studying,This meme is literally you 😭,2.8,2.05,BATCH
333,whatsapp,group_academic,assignment_update,lunch,12,relaxing,Team: don't forget the submission is due Friday 11:59 PM,4.2,4.2,NOW
334,academic,professor,grade,late_night,21,relaxing,Quiz 4 results are now visible on your dashboard,4.6,4.6,NOW
335,instagram,known_friend,media_share,class_pm,14,in_class,Tagged you in a photo,2.5,1.4,BATCH
336,academic,system,system_alert,afternoon,17,relaxing,New course materials available in your dashboard,3.5,3.5,NOW
337,instagram,rare_contact,social_chat,late_night,21,relaxing,Sent you a message,2.65,2.65,BATCH
338,email,academic_inst,announcement,night,4,sleeping,Tomorrow's Data Structures lecture is cancelled,4.0,2.2,BATCH
339,whatsapp,known_friend,social_invite,evening,19,studying,"Movie night at 8, everyone's coming",3.5,2.75,BATCH
340,academic,system,deadline,evening,18,with_family,Reminder: 3 days left to submit Assignment 4,4.7,4.3,NOW
341,news_promo,promotional,newsletter,class_pm,16,studying,Breaking: Markets hit record high today,1.6,0.85,MUTE
342,instagram,known_friend,personal_chat,class_am,11,studying,Sent you a message,3.2,2.45,BATCH
343,whatsapp,known_friend,personal_chat,lunch,12,with_friends,Missing you! When are we hanging out?,4.0,3.7,NOW
344,instagram,unknown,spam,lunch,12,relaxing,"Free followers! 10,000 real followers in 24hrs",1.2,1.2,MUTE
345,email,known_contact,personal_chat,lunch,12,studying,Catch up soon?,3.2,2.45,BATCH
346,email,academic_inst,grade_update,afternoon,17,with_friends,Your GPA for this semester has been calculated,4.4,4.1,NOW
347,instagram,rare_contact,social_chat,evening,18,with_friends,Commented on your post,2.65,2.35,BATCH
348,whatsapp,known_friend,personal_chat,evening,20,relaxing,Hey are you free tonight?,4.0,4.0,NOW
349,whatsapp,group_academic,meeting_reminder,class_pm,15,in_class,"Study group at 6 PM in the library, confirm attendance",3.9,2.8,BATCH
350,email,academic_inst,grade_update,morning,8,studying,Your Quiz 3 grades have been released on the portal,4.4,3.65,BATCH
351,whatsapp,known_friend,personal_chat,class_am,10,in_class,Can you call me when you get a chance?,4.0,2.9,BATCH
352,unknown,spam,spam,evening,18,with_friends,Congratulations! You are our lucky winner today,1.1,0.8,MUTE
353,whatsapp,group_academic,assignment_update,afternoon,16,studying,Can someone take notes today? I'll be late to class,4.2,3.45,BATCH
354,whatsapp,group_social,social_chat,late_night,21,relaxing,Anyone up for badminton after 5?,2.8,2.8,BATCH
355,whatsapp,unknown,spam,class_pm,16,in_class,Investment opportunity: 40% monthly returns guaranteed,1.2,0.5,MUTE
356,instagram,rare_contact,social_chat,class_pm,14,studying,Replied to your story,2.65,1.9,MUTE
357,academic,professor,announcement,class_am,9,in_class,Office hours moved to Friday 2-4 PM this week,4.2,3.1,BATCH
358,instagram,known_friend,media_share,late_night,23,relaxing,Sent you a meme,2.5,2.5,BATCH
359,email,known_contact,professional,evening,18,with_friends,Feedback on your draft — see attached,3.6,3.3,NOW
360,news_promo,promotional,discount_offer,night,3,relaxing,Today's deals: iPhone 15 at lowest price ever,1.8,1.8,MUTE
361,instagram,rare_contact,media_share,afternoon,17,relaxing,Shared something with you,2.3,2.3,BATCH
362,instagram,rare_contact,media_share,night,1,sleeping,Sent you a reel,2.3,0.5,MUTE
363,academic,professor,grade,morning,6,studying,Quiz 4 results are now visible on your dashboard,4.6,3.85,NOW
364,academic,system,deadline,late_night,23,relaxing,Reminder: 3 days left to submit Assignment 4,4.7,4.7,NOW
365,news_promo,promotional,app_update,afternoon,16,relaxing,Performance improvements in your latest update,1.4,1.4,MUTE
366,academic,professor,announcement,afternoon,16,studying,Office hours moved to Friday 2-4 PM this week,4.2,3.45,NOW
367,whatsapp,group_academic,group_chat,evening,18,with_family,"Notes uploaded to the drive, everyone download",3.2,2.8,NOW
368,news_promo,promotional,app_update,late_night,23,studying,Performance improvements in your latest update,1.4,0.65,MUTE
369,whatsapp,known_friend,personal_chat,morning,8,studying,Dude you need to see this,4.0,3.25,BATCH
370,email,promotional,newsletter,morning,8,studying,Substack: 3 new posts from writers you follow,1.8,1.05,MUTE
371,instagram,unknown,spam,morning,7,studying,"Free followers! 10,000 real followers in 24hrs",1.2,0.5,MUTE
372,email,academic_inst,announcement,class_pm,16,relaxing,New resource uploaded: Week 8 slides and problem set,4.0,4.0,NOW
373,whatsapp,known_friend,personal_chat,evening,18,with_family,Just wanted to check in on you,4.0,3.6,NOW
374,whatsapp,known_friend,social_invite,class_am,11,in_class,"Party at Priya's tonight, you in?",3.5,2.4,NOW
375,email,academic_inst,announcement,lunch,13,with_friends,New resource uploaded: Week 8 slides and problem set,4.0,3.7,NOW
376,whatsapp,known_friend,personal_chat,class_am,11,studying,Dude you need to see this,4.0,3.25,NOW
377,whatsapp,known_friend,social_invite,morning,6,waking_up,"We're heading to the canteen, join us?",3.5,3.3,BATCH
378,whatsapp,group_academic,assignment_update,lunch,13,studying,"I've updated the shared doc, please review before tomorrow",4.2,3.45,BATCH
379,whatsapp,unknown,promo_offer,late_night,21,relaxing,Flash sale! Electronics up to 70% off. Expires midnight,1.8,1.8,BATCH
380,whatsapp,group_social,social_chat,evening,20,with_friends,Long weekend plans??,2.8,2.5,MUTE
381,news_promo,promotional,discount_offer,morning,6,waking_up,Big Billion Days starts tomorrow! Set your reminders,1.8,1.6,MUTE
382,email,promotional,discount_offer,class_am,9,studying,Your Amazon Prime renewal — special rate for students,2.0,1.25,MUTE
383,whatsapp,group_academic,group_chat,lunch,13,relaxing,Is the exam open book or not? Prof didn't confirm,3.2,3.2,BATCH
384,email,academic_inst,grade_update,night,3,relaxing,Your Quiz 3 grades have been released on the portal,4.4,4.4,NOW
385,email,promotional,discount_offer,late_night,21,relaxing,Weekend sale: up to 60% off on study materials,2.0,2.0,BATCH
386,academic,system,deadline,evening,20,studying,Reminder: 3 days left to submit Assignment 4,4.7,3.95,NOW
387,academic,professor,assignment,late_night,22,studying,Your assignment submission was received successfully,4.8,4.05,NOW
388,unknown,spam,spam,afternoon,15,with_friends,URGENT: Your SIM card will be blocked in 24 hours,1.1,0.8,MUTE
389,whatsapp,known_friend,personal_chat,lunch,12,relaxing,Just wanted to check in on you,4.0,4.0,NOW
390,whatsapp,unknown,spam,evening,19,relaxing,Investment opportunity: 40% monthly returns guaranteed,1.2,1.2,MUTE
391,instagram,rare_contact,social_chat,afternoon,16,relaxing,Started following you,2.65,2.65,BATCH
392,email,known_contact,personal_chat,evening,19,with_friends,Wanted to share this opportunity with you,3.2,2.9,BATCH
393,instagram,known_friend,personal_chat,afternoon,15,studying,Sent you a message,3.2,2.45,BATCH
394,email,academic_inst,grade_update,afternoon,17,relaxing,Mid-term results are now available on the student portal,4.4,4.4,NOW
395,email,known_contact,personal_chat,evening,18,relaxing,"Hey, just checking how you're settling in!",3.2,3.2,NOW
396,whatsapp,known_friend,personal_chat,lunch,13,relaxing,Just wanted to check in on you,4.0,4.0,NOW
